id|room|start date|end date|request id
7412|D35|2016-03-27|2016-03-30|3552
7413|X11|2016-02-10|2016-02-12|3553
7414|X12|2016-02-10|2016-02-12|3553
7415|D46|2016-03-07|2016-03-10|3554
7416|N136|2016-01-05|2016-01-07|3555
7417|N137|2016-01-05|2016-01-07|3555
7418|N138|2016-01-05|2016-01-07|3555
7419|N139|2016-01-05|2016-01-07|3555
7420|L22|2016-02-15|2016-02-17|3556
7421|L25|2016-02-15|2016-02-17|3556
7422|L49|2016-01-06|2016-01-12|3557
7423|N142|2016-03-02|2016-03-09|3558
7424|N143|2016-03-02|2016-03-09|3558
7425|N144|2016-03-02|2016-03-09|3558
7426|X52|2016-02-06|2016-02-09|3559
7427|X53|2016-02-06|2016-02-09|3559
7428|S119|2016-02-14|2016-02-17|3560
7429|S120|2016-02-14|2016-02-17|3560
7430|S121|2016-02-14|2016-02-17|3560
7431|N103|2016-01-01|2016-01-08|3561
7432|N104|2016-01-01|2016-01-08|3561
7433|N105|2016-01-01|2016-01-08|3561
7434|X42|2016-03-24|2016-03-30|3562
7435|L4|2016-01-03|2016-01-04|3563
7436|L10|2016-01-03|2016-01-04|3563
7437|S106|2016-01-07|2016-01-10|3565
7438|S107|2016-01-07|2016-01-10|3565
7439|S108|2016-01-07|2016-01-10|3565
7440|S109|2016-01-07|2016-01-10|3565
7441|S110|2016-01-07|2016-01-10|3565
7442|D59|2016-03-20|2016-03-25|3567
7443|D60|2016-03-20|2016-03-25|3567
7444|L26|2016-02-14|2016-02-17|3568
7445|X59|2016-03-01|2016-03-03|3569
7446|D60|2016-02-24|2016-02-27|3570
7447|L32|2016-03-23|2016-04-01|3571
7448|D22|2016-01-07|2016-01-12|3572
7449|X57|2016-01-20|2016-01-23|3573
7450|X58|2016-01-20|2016-01-23|3573
7451|L40|2016-01-17|2016-01-19|3574
7452|D39|2016-01-10|2016-01-14|3575
7453|D59|2016-02-21|2016-02-23|3576
7454|N88|2016-02-20|2016-02-24|3577
7455|N89|2016-02-20|2016-02-24|3577
7456|N92|2016-02-20|2016-02-24|3577
7457|D22|2016-03-13|2016-03-21|3578
7458|D23|2016-03-13|2016-03-21|3578
7459|S111|2016-03-16|2016-03-18|3579
7460|S112|2016-03-16|2016-03-18|3579
7461|S113|2016-03-16|2016-03-18|3579
7462|S114|2016-03-16|2016-03-18|3579
7463|X64|2016-03-09|2016-03-13|3580
7464|X33|2016-01-25|2016-01-28|3581
7465|X36|2016-01-25|2016-01-28|3581
7466|X37|2016-01-25|2016-01-28|3581
7467|X28|2016-01-07|2016-01-09|3582
7468|D43|2016-02-28|2016-03-02|3583
7469|D44|2016-02-28|2016-03-02|3583
7470|N114|2016-01-12|2016-01-14|3584
7471|N115|2016-01-12|2016-01-14|3584
7472|N116|2016-01-12|2016-01-14|3584
7473|N117|2016-01-12|2016-01-14|3584
7474|L20|2016-03-01|2016-03-04|3585
7475|D24|2016-01-08|2016-01-09|3586
7476|X41|2016-02-25|2016-02-26|3587
7477|D49|2016-03-30|2016-04-04|3588
7478|D50|2016-03-30|2016-04-04|3588
7479|D51|2016-03-30|2016-04-04|3588
7480|N148|2016-01-31|2016-02-02|3589
7481|N149|2016-01-31|2016-02-02|3589
7482|N150|2016-01-31|2016-02-02|3589
7483|N151|2016-01-31|2016-02-02|3589
7484|X25|2016-02-26|2016-03-01|3590
7485|N105|2016-03-03|2016-03-04|3591
7486|N123|2016-03-03|2016-03-04|3591
7487|S138|2016-03-19|2016-03-25|3592
7488|S139|2016-03-19|2016-03-25|3592
7489|S140|2016-03-19|2016-03-25|3592
7490|S141|2016-03-19|2016-03-25|3592
7491|L37|2016-02-05|2016-02-09|3593
7492|N29|2016-02-09|2016-02-10|3594
7493|X43|2016-03-28|2016-03-30|3595
7494|X44|2016-03-28|2016-03-30|3595
7495|X46|2016-03-28|2016-03-30|3595
7496|N33|2016-01-02|2016-01-04|3596
7497|N34|2016-01-02|2016-01-04|3596
7498|N35|2016-01-02|2016-01-04|3596
7499|D47|2016-03-06|2016-03-11|3597
7500|N114|2016-01-06|2016-01-10|3598
7501|N138|2016-01-06|2016-01-10|3598
7502|N139|2016-01-06|2016-01-10|3598
7503|N152|2016-01-30|2016-02-02|3599
7504|N153|2016-01-30|2016-02-02|3599
7505|N154|2016-01-30|2016-02-02|3599
7506|L34|2016-02-16|2016-02-20|3600
7507|L56|2016-01-19|2016-01-25|3601
7508|X11|2016-03-11|2016-03-13|3602
7509|X60|2016-02-29|2016-03-04|3603
7510|X48|2016-01-28|2016-02-01|3604
7511|X42|2016-02-18|2016-02-27|3605
7512|X43|2016-02-18|2016-02-27|3605
7513|X47|2016-02-03|2016-02-05|3606
7514|S142|2016-03-21|2016-03-24|3608
7515|S143|2016-03-21|2016-03-24|3608
7516|S144|2016-03-21|2016-03-24|3608
7517|N101|2016-03-29|2016-04-05|3609
7518|N102|2016-03-29|2016-04-05|3609
7519|N103|2016-03-29|2016-04-05|3609
7520|N104|2016-03-29|2016-04-05|3609
7521|N105|2016-03-29|2016-04-05|3609
7522|N106|2016-03-29|2016-04-05|3609
7523|D0|2016-03-14|2016-03-15|3610
7524|N118|2016-01-11|2016-01-15|3611
7525|N119|2016-01-11|2016-01-15|3611
7526|N120|2016-01-11|2016-01-15|3611
7527|N121|2016-01-11|2016-01-15|3611
7528|N122|2016-01-11|2016-01-15|3611
7529|N126|2016-01-11|2016-01-15|3611
7530|D63|2016-01-25|2016-02-05|3612
7531|S87|2016-02-24|2016-02-28|3613
7532|S88|2016-02-24|2016-02-28|3613
7533|S89|2016-02-24|2016-02-28|3613
7534|L17|2016-02-19|2016-02-20|3614
7535|N50|2016-01-16|2016-01-19|3615
7536|N51|2016-01-16|2016-01-19|3615
7537|D50|2016-03-26|2016-03-29|3616
7538|D51|2016-03-26|2016-03-29|3616
7539|X44|2016-02-25|2016-03-02|3617
7540|X45|2016-02-25|2016-03-02|3617
7541|D49|2016-01-23|2016-01-25|3618
7542|X33|2016-02-22|2016-02-23|3619
7543|X36|2016-02-22|2016-02-23|3619
7544|N107|2016-03-27|2016-04-01|3620
7545|N108|2016-03-27|2016-04-01|3620
7546|S42|2016-03-08|2016-03-11|3621
7547|S48|2016-03-08|2016-03-11|3621
7548|D31|2016-02-12|2016-02-15|3622
7549|X50|2016-01-31|2016-02-08|3623
7550|X52|2016-01-31|2016-02-08|3623
7551|X53|2016-02-11|2016-02-20|3624
7552|S109|2016-02-04|2016-02-15|3625
7553|S110|2016-02-04|2016-02-15|3625
7554|S111|2016-02-04|2016-02-15|3625
7555|S122|2016-02-13|2016-02-17|3626
7556|S123|2016-02-13|2016-02-17|3626
7557|S124|2016-02-13|2016-02-17|3626
7558|S125|2016-02-13|2016-02-17|3626
7559|L54|2016-03-13|2016-03-18|3627
7560|L55|2016-03-13|2016-03-18|3627
7561|S89|2016-01-16|2016-01-23|3628
7562|S90|2016-01-16|2016-01-23|3628
7563|S95|2016-01-16|2016-01-23|3628
7564|S115|2016-03-16|2016-03-18|3629
7565|S116|2016-03-16|2016-03-18|3629
7566|S117|2016-03-16|2016-03-18|3629
7567|L19|2016-02-02|2016-02-05|3630
7568|D25|2016-01-10|2016-01-12|3631
7569|D2|2016-01-14|2016-01-16|3632
7570|D17|2016-01-14|2016-01-16|3632
7571|D48|2016-03-07|2016-03-11|3633
7572|N98|2016-02-23|2016-02-29|3634
7573|N99|2016-02-23|2016-02-29|3634
7574|X31|2016-01-04|2016-01-07|3635
7575|L47|2016-03-20|2016-03-31|3636
7576|L32|2016-03-20|2016-03-23|3637
7577|D64|2016-01-26|2016-02-02|3638
7578|D65|2016-01-26|2016-02-02|3638
7579|D66|2016-01-26|2016-02-02|3638
7580|D38|2016-02-07|2016-02-14|3639
7581|N126|2016-02-05|2016-02-12|3640
7582|N127|2016-02-05|2016-02-12|3640
7583|N128|2016-02-05|2016-02-12|3640
7584|N139|2016-02-24|2016-02-25|3642
7585|N140|2016-02-24|2016-02-25|3642
7586|N141|2016-02-24|2016-02-25|3642
7587|N142|2016-02-24|2016-02-25|3642
7588|N143|2016-02-24|2016-02-25|3642
7589|L48|2016-03-17|2016-03-30|3643
7590|D49|2016-03-07|2016-03-12|3644
7591|S114|2016-01-05|2016-01-06|3645
7592|S115|2016-01-05|2016-01-06|3645
7593|S116|2016-01-05|2016-01-06|3645
7594|S117|2016-01-05|2016-01-06|3645
7595|N87|2016-02-13|2016-02-25|3646
7596|N148|2016-02-04|2016-02-06|3647
7597|N149|2016-02-04|2016-02-06|3647
7598|N150|2016-02-04|2016-02-06|3647
7599|N151|2016-02-04|2016-02-06|3647
7600|N152|2016-02-04|2016-02-06|3647
7601|N153|2016-02-04|2016-02-06|3647
7602|L11|2016-01-05|2016-01-10|3648
7603|N166|2016-03-10|2016-03-17|3649
7604|N167|2016-03-10|2016-03-17|3649
7605|N168|2016-03-10|2016-03-17|3649
7606|D45|2016-02-13|2016-02-18|3650
7607|S145|2016-03-21|2016-03-24|3651
7608|S146|2016-03-21|2016-03-24|3651
7609|S145|2016-01-08|2016-01-16|3652
7610|S146|2016-01-08|2016-01-16|3652
7611|S147|2016-01-08|2016-01-16|3652
7612|S100|2016-01-15|2016-01-17|3653
7613|S101|2016-01-15|2016-01-17|3653
7614|S102|2016-01-15|2016-01-17|3653
7615|X47|2016-03-28|2016-03-31|3654
7616|L5|2016-02-01|2016-02-04|3655
7617|X38|2016-03-07|2016-03-09|3656
7618|X39|2016-03-07|2016-03-09|3656
7619|N126|2016-02-10|2016-02-15|3658
7620|N135|2016-02-10|2016-02-15|3658
7621|L29|2016-01-03|2016-01-08|3659
7622|L30|2016-01-03|2016-01-08|3659
7623|X53|2016-01-26|2016-02-03|3660
7624|S126|2016-02-12|2016-02-17|3661
7625|S131|2016-02-12|2016-02-17|3661
7626|S132|2016-02-12|2016-02-17|3661
7627|S133|2016-02-12|2016-02-17|3661
7628|S57|2016-01-25|2016-01-28|3662
7629|S58|2016-01-25|2016-01-28|3662
7630|S59|2016-01-25|2016-01-28|3662
7631|S60|2016-01-25|2016-01-28|3662
7632|S61|2016-01-25|2016-01-28|3662
7633|N106|2016-01-15|2016-01-18|3663
7634|N107|2016-01-15|2016-01-18|3663
7635|N108|2016-01-15|2016-01-18|3663
7636|N109|2016-01-15|2016-01-18|3663
7637|N99|2016-01-18|2016-01-23|3664
7638|D61|2016-03-22|2016-03-24|3665
7639|D67|2016-01-31|2016-02-04|3666
7640|L37|2016-01-31|2016-02-02|3667
7641|D39|2016-01-06|2016-01-08|3668
7642|D46|2016-02-12|2016-02-18|3669
7643|D47|2016-02-12|2016-02-18|3669
7644|D40|2016-01-12|2016-01-17|3670
7645|X54|2016-02-06|2016-02-09|3671
7646|S29|2016-03-11|2016-03-13|3672
7647|S30|2016-03-11|2016-03-13|3672
7648|L39|2016-02-03|2016-02-08|3673
7649|X47|2016-01-09|2016-01-13|3674
7650|N100|2016-02-25|2016-02-26|3675
7651|X34|2016-02-12|2016-02-16|3676
7652|X15|2016-03-12|2016-03-14|3677
7653|X16|2016-03-12|2016-03-14|3677
7654|S41|2016-02-27|2016-02-29|3678
7655|S42|2016-02-27|2016-02-29|3678
7656|S43|2016-02-27|2016-02-29|3678
7657|S44|2016-02-27|2016-02-29|3678
7658|S45|2016-02-27|2016-02-29|3678
7659|S46|2016-02-27|2016-02-29|3678
7660|S111|2016-01-08|2016-01-09|3679
7661|S112|2016-01-08|2016-01-09|3679
7662|S114|2016-01-08|2016-01-09|3679
7663|S115|2016-01-08|2016-01-09|3679
7664|L44|2016-01-10|2016-01-14|3680
7665|S105|2016-03-07|2016-03-10|3681
7666|S106|2016-03-07|2016-03-10|3681
7667|D44|2016-01-03|2016-01-10|3682
7668|D45|2016-01-03|2016-01-10|3682
7669|N77|2016-01-23|2016-01-26|3683
7670|N78|2016-01-23|2016-01-26|3683
7671|D48|2016-02-16|2016-02-19|3685
7672|N52|2016-03-11|2016-03-15|3686
7673|D50|2016-03-06|2016-03-14|3687
7674|D51|2016-03-06|2016-03-14|3687
7675|S71|2016-03-30|2016-04-06|3688
7676|S72|2016-03-30|2016-04-06|3688
7677|S73|2016-03-30|2016-04-06|3688
7678|D12|2016-03-10|2016-03-12|3690
7679|X72|2016-01-29|2016-01-31|3691
7680|D45|2016-03-19|2016-03-21|3693
7681|D46|2016-03-19|2016-03-21|3693
7682|X48|2016-01-10|2016-01-16|3694
7683|D62|2016-03-21|2016-03-30|3695
7684|L25|2016-02-03|2016-02-05|3696
7685|D41|2016-01-07|2016-01-14|3697
7686|D42|2016-01-07|2016-01-14|3697
7687|N138|2016-03-23|2016-03-25|3698
7688|N139|2016-03-23|2016-03-25|3698
7689|N140|2016-03-23|2016-03-25|3698
7690|N141|2016-03-23|2016-03-25|3698
7691|X20|2016-02-23|2016-02-25|3699
7692|N52|2016-01-16|2016-01-20|3700
7693|N53|2016-01-16|2016-01-20|3700
7694|N54|2016-01-16|2016-01-20|3700
7695|N55|2016-01-16|2016-01-20|3700
7696|S107|2016-03-07|2016-03-08|3701
7697|S108|2016-03-07|2016-03-08|3701
7698|S109|2016-03-07|2016-03-08|3701
7699|X12|2016-03-05|2016-03-07|3702
7700|X49|2016-01-11|2016-01-16|3703
7701|L21|2016-02-21|2016-02-24|3704
7702|N93|2016-02-18|2016-02-24|3705
7703|N94|2016-02-18|2016-02-24|3705
7704|N101|2016-02-18|2016-02-24|3705
7705|N102|2016-02-18|2016-02-24|3705
7706|N103|2016-02-18|2016-02-24|3705
7707|S31|2016-02-20|2016-02-23|3706
7708|S32|2016-02-20|2016-02-23|3706
7709|X46|2016-03-24|2016-03-26|3708
7710|X62|2016-03-24|2016-03-26|3708
7711|N127|2016-01-11|2016-01-13|3709
7712|N128|2016-01-11|2016-01-13|3709
7713|N129|2016-01-11|2016-01-13|3709
7714|N130|2016-01-11|2016-01-13|3709
7715|D43|2016-01-10|2016-01-15|3710
7716|D44|2016-01-10|2016-01-15|3710
7717|L35|2016-02-17|2016-02-19|3711
7718|L36|2016-02-17|2016-02-19|3711
7719|X55|2016-01-30|2016-02-11|3712
7720|N155|2016-01-30|2016-02-08|3714
7721|N156|2016-01-30|2016-02-08|3714
7722|N157|2016-01-30|2016-02-08|3714
7723|N158|2016-01-30|2016-02-08|3714
7724|N149|2016-02-11|2016-02-16|3715
7725|L21|2016-02-28|2016-03-03|3716
7726|L22|2016-02-28|2016-03-03|3716
7727|X30|2016-02-27|2016-03-01|3717
7728|X32|2016-02-27|2016-03-01|3717
7729|N131|2016-01-10|2016-01-13|3718
7730|N132|2016-01-10|2016-01-13|3718
7731|L26|2016-02-04|2016-02-05|3719
7732|S148|2016-01-09|2016-01-18|3720
7733|X25|2016-03-21|2016-03-22|3721
7734|X29|2016-03-21|2016-03-22|3721
7735|S122|2016-01-07|2016-01-10|3722
7736|S123|2016-01-07|2016-01-10|3722
7737|S128|2016-01-07|2016-01-10|3722
7738|S129|2016-01-07|2016-01-10|3722
7739|N33|2016-01-14|2016-01-15|3723
7740|N55|2016-01-14|2016-01-15|3723
7741|N58|2016-01-14|2016-01-15|3723
7742|N67|2016-01-14|2016-01-15|3723
7743|N68|2016-01-14|2016-01-15|3723
7744|S38|2016-03-25|2016-03-26|3724
7745|S58|2016-03-25|2016-03-26|3724
7746|S59|2016-03-25|2016-03-26|3724
7747|N79|2016-01-20|2016-01-27|3725
7748|N80|2016-01-20|2016-01-27|3725
7749|X56|2016-03-22|2016-03-27|3726
7750|X57|2016-03-22|2016-03-27|3726
7751|X26|2016-02-01|2016-02-03|3727
7752|X27|2016-02-01|2016-02-03|3727
7753|X30|2016-02-01|2016-02-03|3727
7754|X17|2016-03-12|2016-03-15|3728
7755|L17|2016-03-03|2016-03-05|3729
7756|L33|2016-03-30|2016-04-04|3730
7757|X24|2016-02-19|2016-02-22|3731
7758|X68|2016-03-24|2016-03-25|3732
7759|X69|2016-03-24|2016-03-25|3732
7760|L50|2016-03-17|2016-03-20|3734
7761|L62|2016-03-17|2016-03-20|3734
7762|X32|2016-01-03|2016-01-05|3735
7763|N159|2016-01-30|2016-02-08|3736
7764|N160|2016-01-30|2016-02-08|3736
7765|X40|2016-03-04|2016-03-08|3737
7766|S74|2016-03-28|2016-04-01|3739
7767|S75|2016-03-28|2016-04-01|3739
7768|L38|2016-02-08|2016-02-09|3740
7769|L39|2016-02-08|2016-02-09|3740
7770|X29|2016-03-29|2016-04-05|3741
7771|X30|2016-03-29|2016-04-05|3741
7772|D46|2016-01-01|2016-01-12|3742
7773|D47|2016-01-01|2016-01-12|3742
7774|D48|2016-01-01|2016-01-12|3742
7775|X71|2016-03-10|2016-03-15|3743
7776|X72|2016-03-10|2016-03-15|3743
7777|N169|2016-02-20|2016-02-23|3744
7778|N170|2016-02-20|2016-02-23|3744
7779|L7|2016-02-01|2016-02-04|3746
7780|L13|2016-02-01|2016-02-04|3746
7781|D37|2016-02-12|2016-02-14|3747
7782|D39|2016-02-03|2016-02-13|3748
7783|D47|2016-02-01|2016-02-04|3749
7784|D48|2016-02-01|2016-02-04|3749
7785|L3|2016-02-09|2016-02-10|3750
7786|S90|2016-02-19|2016-02-28|3751
7787|S91|2016-02-19|2016-02-28|3751
7788|S92|2016-02-19|2016-02-28|3751
7789|S96|2016-01-19|2016-01-23|3752
7790|X54|2016-01-31|2016-02-05|3753
7791|S64|2016-01-04|2016-01-08|3754
7792|S65|2016-01-04|2016-01-08|3754
7793|D12|2016-01-17|2016-01-19|3755
7794|D13|2016-01-17|2016-01-19|3755
7795|L34|2016-03-29|2016-04-02|3756
7796|X56|2016-02-05|2016-02-11|3757
7797|L40|2016-02-06|2016-02-10|3758
7798|L23|2016-03-01|2016-03-07|3759
7799|D61|2016-02-22|2016-02-27|3760
7800|D62|2016-02-22|2016-02-27|3760
7801|D63|2016-02-22|2016-02-27|3760
7802|D63|2016-03-19|2016-03-24|3761
7803|X50|2016-01-06|2016-01-13|3762
7804|L57|2016-01-20|2016-01-28|3763
7805|X33|2016-01-02|2016-01-05|3764
7806|D50|2016-01-21|2016-01-29|3765
7807|S134|2016-02-12|2016-02-16|3766
7808|S135|2016-02-12|2016-02-16|3766
7809|S136|2016-02-12|2016-02-16|3766
7810|S137|2016-02-12|2016-02-16|3766
7811|N145|2016-02-27|2016-03-10|3767
7812|X61|2016-02-28|2016-03-02|3768
7813|S46|2016-03-17|2016-03-20|3769
7814|S47|2016-03-17|2016-03-20|3769
7815|S54|2016-03-17|2016-03-20|3769
7816|N129|2016-02-07|2016-02-16|3770
7817|N130|2016-02-07|2016-02-16|3770
7818|N131|2016-02-07|2016-02-16|3770
7819|N132|2016-02-07|2016-02-16|3770
7820|N133|2016-02-07|2016-02-16|3770
7821|N134|2016-02-07|2016-02-16|3770
7822|S94|2016-01-31|2016-02-04|3771
7823|S95|2016-01-31|2016-02-04|3771
7824|S96|2016-01-31|2016-02-04|3771
7825|S97|2016-01-31|2016-02-04|3771
7826|N68|2016-02-20|2016-02-22|3772
7827|N100|2016-02-20|2016-02-22|3772
7828|N109|2016-02-20|2016-02-22|3772
7829|D36|2016-03-17|2016-03-20|3773
7830|D37|2016-03-17|2016-03-20|3773
7831|L33|2016-01-28|2016-01-30|3774
7832|X62|2016-02-27|2016-03-07|3775
7833|D36|2016-03-13|2016-03-14|3776
7834|S147|2016-03-22|2016-03-31|3777
7835|S148|2016-03-22|2016-03-31|3777
7836|S149|2016-03-22|2016-03-31|3777
7837|S150|2016-03-22|2016-03-31|3777
7838|S151|2016-03-22|2016-03-31|3777
7839|S103|2016-01-15|2016-01-18|3778
7840|S106|2016-01-15|2016-01-18|3778
7841|S107|2016-01-15|2016-01-18|3778
7842|S93|2016-02-25|2016-02-28|3779
7843|S94|2016-02-25|2016-02-28|3779
7844|S95|2016-02-25|2016-02-28|3779
7845|X63|2016-03-01|2016-03-07|3780
7846|N106|2016-01-02|2016-01-08|3781
7847|N107|2016-01-02|2016-01-08|3781
7848|N108|2016-01-02|2016-01-08|3781
7849|N109|2016-01-02|2016-01-08|3781
7850|N161|2016-01-29|2016-02-04|3782
7851|N162|2016-01-29|2016-02-04|3782
7852|N163|2016-01-29|2016-02-04|3782
7853|N164|2016-01-29|2016-02-04|3782
7854|N165|2016-01-29|2016-02-04|3782
7855|L50|2016-01-08|2016-01-12|3783
7856|L51|2016-01-08|2016-01-12|3783
7857|D5|2016-01-03|2016-01-04|3784
7858|D6|2016-01-03|2016-01-04|3784
7859|D52|2016-01-28|2016-01-29|3786
7860|D53|2016-01-28|2016-01-29|3786
7861|D54|2016-01-28|2016-01-29|3786
7862|S112|2016-02-04|2016-02-15|3787
7863|S113|2016-02-04|2016-02-15|3787
7864|D7|2016-02-27|2016-03-01|3788
7865|D22|2016-02-27|2016-03-01|3788
7866|N168|2016-03-25|2016-03-27|3789
7867|N169|2016-03-25|2016-03-27|3789
7868|N170|2016-03-25|2016-03-27|3789
7869|X54|2016-01-17|2016-01-19|3790
7870|S100|2016-02-11|2016-02-15|3791
7871|S101|2016-02-11|2016-02-15|3791
7872|N102|2016-02-27|2016-03-01|3792
7873|N103|2016-02-27|2016-03-01|3792
7874|N106|2016-02-27|2016-03-01|3792
7875|N101|2016-03-24|2016-03-31|3793
7876|N106|2016-03-24|2016-03-31|3793
7877|N107|2016-03-24|2016-03-31|3793
7878|N108|2016-03-24|2016-03-31|3793
7879|N109|2016-03-24|2016-03-31|3793
7880|N110|2016-03-24|2016-03-31|3793
7881|S113|2016-01-28|2016-01-30|3794
7882|S114|2016-01-28|2016-01-30|3794
7883|S115|2016-01-28|2016-01-30|3794
7884|N100|2016-01-18|2016-01-21|3795
7885|X51|2016-01-06|2016-01-15|3796
7886|L50|2016-03-07|2016-03-09|3797
7887|X58|2016-01-13|2016-01-19|3798
7888|L34|2016-01-27|2016-01-29|3799
7889|L41|2016-02-22|2016-02-28|3800
7890|L42|2016-02-22|2016-02-28|3800
7891|N171|2016-02-18|2016-02-23|3801
7892|N172|2016-02-18|2016-02-23|3801
7893|N173|2016-02-18|2016-02-23|3801
7894|D68|2016-01-30|2016-02-08|3802
7895|D40|2016-02-05|2016-02-11|3803
7896|D41|2016-02-05|2016-02-11|3803
7897|D51|2016-01-20|2016-02-04|3804
7898|N113|2016-02-05|2016-02-08|3805
7899|N122|2016-02-05|2016-02-08|3805
7900|N123|2016-02-05|2016-02-08|3805
7901|S118|2016-01-05|2016-01-09|3806
7902|S119|2016-01-05|2016-01-09|3806
7903|S120|2016-01-05|2016-01-09|3806
7904|S121|2016-01-05|2016-01-09|3806
7905|S116|2016-01-24|2016-01-30|3807
7906|S117|2016-01-24|2016-01-30|3807
7907|S118|2016-01-24|2016-01-30|3807
7908|S119|2016-01-24|2016-01-30|3807
7909|S120|2016-01-24|2016-01-30|3807
7910|D24|2016-03-15|2016-03-22|3808
7911|L43|2016-03-02|2016-03-06|3809
7912|L44|2016-03-02|2016-03-06|3809
7913|D45|2016-01-12|2016-01-16|3810
7914|N166|2016-01-29|2016-02-05|3811
7915|N167|2016-01-29|2016-02-05|3811
7916|N168|2016-01-29|2016-02-05|3811
7917|X56|2016-01-27|2016-02-02|3812
7918|L46|2016-03-24|2016-03-29|3813
7919|L35|2016-03-30|2016-04-07|3814
7920|N135|2016-02-05|2016-02-09|3815
7921|N136|2016-02-05|2016-02-09|3815
7922|N137|2016-02-05|2016-02-09|3815
7923|N134|2016-03-08|2016-03-15|3816
7924|N135|2016-03-08|2016-03-15|3816
7925|N139|2016-03-08|2016-03-15|3816
7926|N189|2016-03-08|2016-03-15|3816
7927|L51|2016-03-04|2016-03-08|3817
7928|L52|2016-03-04|2016-03-08|3817
7929|S102|2016-02-28|2016-03-02|3818
7930|S105|2016-02-28|2016-03-02|3818
7931|S106|2016-02-28|2016-03-02|3818
7932|S107|2016-02-28|2016-03-02|3818
7933|N150|2016-02-15|2016-02-17|3819
7934|N151|2016-02-15|2016-02-17|3819
7935|N152|2016-02-15|2016-02-17|3819
7936|N153|2016-02-15|2016-02-17|3819
7937|S122|2016-01-05|2016-01-07|3820
7938|S123|2016-01-05|2016-01-07|3820
7939|L53|2016-02-29|2016-03-09|3821
7940|S104|2016-01-21|2016-01-24|3822
7941|S105|2016-01-21|2016-01-24|3822
7942|S106|2016-01-21|2016-01-24|3822
7943|L58|2016-01-16|2016-01-26|3823
7944|N144|2016-02-19|2016-02-25|3824
7945|N145|2016-02-19|2016-02-25|3824
7946|N146|2016-02-19|2016-02-25|3824
7947|S71|2016-02-16|2016-02-22|3825
7948|S72|2016-02-16|2016-02-22|3825
7949|L31|2016-01-03|2016-01-05|3826
7950|L32|2016-01-03|2016-01-05|3826
7951|X31|2016-01-06|2016-01-10|3827
7952|X35|2016-01-06|2016-01-10|3827
7953|D37|2016-01-18|2016-01-23|3828
7954|D39|2016-01-18|2016-01-23|3828
7955|L40|2016-01-20|2016-01-22|3829
7956|D48|2016-02-27|2016-03-05|3830
7957|X39|2016-01-06|2016-01-12|3831
7958|X40|2016-01-06|2016-01-12|3831
7959|X49|2016-01-06|2016-01-12|3831
7960|L54|2016-03-06|2016-03-13|3832
7961|S81|2016-02-20|2016-02-22|3833
7962|S82|2016-02-20|2016-02-22|3833
7963|S83|2016-02-20|2016-02-22|3833
7964|D7|2016-02-09|2016-02-11|3834
7965|D10|2016-02-09|2016-02-11|3834
7966|S112|2016-01-14|2016-01-17|3835
7967|S113|2016-01-14|2016-01-17|3835
7968|S114|2016-01-14|2016-01-17|3835
7969|D55|2016-02-03|2016-02-04|3836
7970|S162|2016-03-24|2016-03-26|3837
7971|S163|2016-03-24|2016-03-26|3837
7972|N140|2016-01-05|2016-01-12|3838
7973|N141|2016-01-05|2016-01-12|3838
7974|S138|2016-02-13|2016-02-17|3839
7975|S139|2016-02-13|2016-02-17|3839
7976|L56|2016-03-15|2016-03-18|3840
7977|L57|2016-03-15|2016-03-18|3840
7978|X36|2016-02-10|2016-02-16|3841
7979|X37|2016-02-10|2016-02-16|3841
7980|X59|2016-01-16|2016-01-23|3842
7981|X62|2016-01-16|2016-01-23|3842
7982|X42|2016-01-26|2016-01-28|3843
7983|X43|2016-01-26|2016-01-28|3843
7984|X44|2016-01-26|2016-01-28|3843
7985|L25|2016-02-13|2016-02-15|3844
7986|L37|2016-02-17|2016-02-22|3846
7987|N142|2016-03-18|2016-03-24|3847
7988|N143|2016-03-18|2016-03-24|3847
7989|D23|2016-03-02|2016-03-05|3848
7990|D24|2016-03-02|2016-03-05|3848
7991|D46|2016-01-08|2016-01-13|3849
7992|D47|2016-01-08|2016-01-13|3849
7993|L33|2016-01-03|2016-01-09|3851
7994|L62|2016-03-12|2016-03-17|3852
7995|X57|2016-02-08|2016-02-17|3853
7996|X58|2016-02-08|2016-02-17|3853
7997|L45|2016-01-05|2016-01-14|3854
7998|X54|2016-02-16|2016-02-18|3855
7999|X34|2016-01-04|2016-01-10|3856
8000|L59|2016-01-20|2016-01-30|3857
8001|S60|2016-03-25|2016-03-30|3858
8002|S69|2016-03-25|2016-03-30|3858
8003|S70|2016-03-25|2016-03-30|3858
8004|S71|2016-03-25|2016-03-30|3858
8005|L4|2016-03-21|2016-03-22|3859
8006|X11|2016-03-25|2016-03-26|3860
8007|D42|2016-01-29|2016-02-14|3861
8008|D43|2016-01-29|2016-02-14|3861
8009|N3|2016-03-22|2016-03-23|3862
8010|N4|2016-03-22|2016-03-23|3862
8011|N5|2016-03-22|2016-03-23|3862
8012|L38|2016-02-17|2016-02-22|3863
8013|N105|2016-02-29|2016-03-02|3864
8014|N73|2016-03-17|2016-03-19|3865
8015|N74|2016-03-17|2016-03-19|3865
8016|N75|2016-03-17|2016-03-19|3865
8017|N76|2016-03-17|2016-03-19|3865
8018|N77|2016-03-17|2016-03-19|3865
8019|N78|2016-03-17|2016-03-19|3865
