dest room|bill room|date|time|#orders|menu id
S136|S136|2016-01-12|05:34:00|4|9
L15|L15|2016-03-02|21:21:00|5|3
restaurant|L15|2016-02-29|12:22:00|3|13
restaurant|L42|2016-01-21|05:16:00|4|0
restaurant|L43|2016-01-22|01:06:00|4|0
L43|L43|2016-01-21|04:34:00|4|4
S86|S86|2016-03-07|23:36:00|1|6
restaurant|S86|2016-03-08|06:10:00|2|5
restaurant|S77|2016-02-02|22:00:00|3|3
restaurant|L35|2016-01-06|05:31:00|4|11
restaurant|L35|2016-01-10|00:11:00|1|0
L35|L35|2016-01-08|00:04:00|4|0
L46|L46|2016-03-01|10:13:00|2|0
restaurant|L46|2016-02-29|14:19:00|3|11
L46|L46|2016-02-27|17:59:00|2|0
L46|L46|2016-03-01|21:08:00|1|8
restaurant|L46|2016-03-03|09:10:00|5|15
restaurant|L46|2016-03-03|19:36:00|2|12
restaurant|L46|2016-02-27|18:14:00|2|14
restaurant|L47|2016-03-08|16:48:00|3|11
restaurant|L47|2016-03-06|03:16:00|2|12
L47|L47|2016-02-26|07:31:00|3|13
restaurant|L47|2016-03-03|05:20:00|2|10
L47|L47|2016-03-08|21:16:00|3|1
L47|L47|2016-03-02|08:36:00|4|15
L15|L15|2016-02-27|22:20:00|1|1
restaurant|L40|2016-03-26|20:10:00|3|3
restaurant|L40|2016-03-25|06:40:00|2|8
restaurant|L40|2016-03-30|15:52:00|4|8
L40|L40|2016-03-26|20:23:00|3|7
restaurant|L41|2016-03-29|10:51:00|2|7
restaurant|L41|2016-03-28|16:37:00|2|15
X50|X50|2016-03-24|02:21:00|3|9
restaurant|X51|2016-03-23|06:03:00|4|8
L28|L28|2016-03-30|05:34:00|1|2
restaurant|L28|2016-04-01|19:49:00|4|15
L28|L28|2016-04-03|20:53:00|5|14
restaurant|L28|2016-03-29|07:32:00|3|10
restaurant|L28|2016-03-28|10:22:00|3|4
L45|L45|2016-03-15|23:33:00|4|2
restaurant|L5|2016-01-05|06:33:00|1|14
restaurant|S97|2016-03-21|03:57:00|4|15
restaurant|S98|2016-03-21|14:01:00|1|6
S46|S46|2016-03-30|03:31:00|4|10
restaurant|S46|2016-04-03|18:42:00|5|4
N85|N85|2016-01-07|17:14:00|5|3
restaurant|N122|2016-03-12|03:37:00|2|5
restaurant|S77|2016-01-23|06:48:00|3|6
restaurant|S78|2016-01-23|06:13:00|4|4
restaurant|S78|2016-01-29|23:12:00|1|3
restaurant|S81|2016-01-31|04:43:00|4|6
restaurant|S53|2016-02-16|07:25:00|1|9
L45|L45|2016-01-22|11:34:00|2|2
restaurant|L45|2016-01-25|16:49:00|2|10
L45|L45|2016-01-22|11:06:00|4|14
L46|L46|2016-01-25|07:54:00|4|7
S88|S88|2016-03-02|13:24:00|3|13
restaurant|S89|2016-03-01|14:42:00|1|14
restaurant|S90|2016-03-01|07:26:00|1|5
restaurant|S90|2016-03-01|19:46:00|4|2
restaurant|S91|2016-03-08|16:15:00|5|4
S91|S91|2016-03-03|03:01:00|1|13
restaurant|S67|2016-02-25|00:30:00|2|15
restaurant|L32|2016-02-25|19:26:00|3|9
restaurant|L32|2016-02-24|16:15:00|2|5
L32|L32|2016-02-24|23:06:00|3|14
restaurant|L33|2016-02-24|13:51:00|1|9
L23|L23|2016-01-04|05:04:00|5|12
restaurant|L53|2016-02-24|21:29:00|2|13
L53|L53|2016-02-24|07:11:00|5|13
restaurant|N62|2016-01-31|18:50:00|2|14
S117|S117|2016-03-24|13:22:00|4|14
restaurant|S50|2016-03-27|14:16:00|1|2
restaurant|S90|2016-02-11|05:52:00|2|9
restaurant|S91|2016-02-08|07:28:00|1|6
S91|S91|2016-02-09|15:47:00|4|9
restaurant|N64|2016-01-24|11:09:00|4|1
N65|N65|2016-01-17|08:11:00|3|12
L30|L30|2016-02-11|22:12:00|1|12
L30|L30|2016-02-07|18:34:00|5|7
restaurant|L30|2016-02-13|19:07:00|3|1
L30|L30|2016-02-13|14:04:00|5|1
restaurant|L30|2016-02-13|04:18:00|1|12
restaurant|S92|2016-03-06|17:01:00|4|13
restaurant|S93|2016-03-10|16:40:00|3|12
S95|S95|2016-03-04|11:22:00|3|15
S96|S96|2016-03-05|22:02:00|1|12
restaurant|L37|2016-01-08|18:29:00|2|10
restaurant|L37|2016-01-11|13:58:00|5|12
L37|L37|2016-01-10|04:41:00|5|2
L43|L43|2016-01-08|15:16:00|4|2
restaurant|L43|2016-01-09|23:58:00|5|6
restaurant|S52|2016-04-02|16:02:00|2|3
S52|S52|2016-03-30|00:26:00|4|4
restaurant|S53|2016-04-04|16:27:00|4|8
restaurant|S54|2016-04-02|11:47:00|4|11
restaurant|S54|2016-03-29|02:44:00|3|5
S55|S55|2016-03-31|11:23:00|3|3
L47|L47|2016-01-22|22:46:00|3|11
L47|L47|2016-01-18|05:48:00|4|5
restaurant|L34|2016-02-22|19:00:00|5|6
restaurant|L34|2016-02-26|19:05:00|2|5
restaurant|S84|2016-03-01|00:00:00|3|8
restaurant|S94|2016-02-28|12:55:00|4|0
restaurant|S95|2016-02-28|03:49:00|5|15
restaurant|S96|2016-03-01|20:39:00|4|5
L38|L38|2016-01-21|16:08:00|3|5
restaurant|L45|2016-03-28|04:31:00|1|5
restaurant|S92|2016-02-09|07:09:00|3|13
S92|S92|2016-02-09|17:14:00|2|10
restaurant|S93|2016-02-07|15:16:00|3|3
restaurant|S93|2016-02-16|14:47:00|1|2
S93|S93|2016-02-16|18:20:00|2|10
L26|L26|2016-02-18|13:45:00|4|14
restaurant|L26|2016-02-18|23:32:00|3|9
restaurant|L14|2016-02-14|20:54:00|1|2
restaurant|S95|2016-02-13|22:37:00|4|7
restaurant|S95|2016-02-07|22:47:00|5|11
S96|S96|2016-02-12|23:44:00|4|14
restaurant|S56|2016-03-29|18:47:00|1|12
S57|S57|2016-03-26|17:21:00|2|0
S58|S58|2016-03-30|13:48:00|5|8
S74|S74|2016-02-20|06:18:00|1|15
restaurant|S118|2016-03-22|12:20:00|2|4
S119|S119|2016-03-23|03:37:00|1|7
restaurant|S120|2016-03-21|09:51:00|3|5
S123|S123|2016-03-24|14:07:00|5|5
restaurant|S124|2016-03-22|16:52:00|5|2
restaurant|L48|2016-01-22|09:38:00|4|1
restaurant|L48|2016-01-25|20:15:00|4|7
restaurant|L49|2016-01-23|02:20:00|5|0
restaurant|L49|2016-01-24|13:10:00|5|11
restaurant|S89|2016-01-31|09:56:00|5|4
restaurant|S91|2016-01-29|17:25:00|2|11
restaurant|L39|2016-01-10|00:01:00|5|0
restaurant|L41|2016-01-20|21:08:00|2|15
restaurant|L32|2016-01-18|03:56:00|5|13
restaurant|L32|2016-01-18|09:42:00|1|11
S150|S150|2016-01-10|22:34:00|5|9
restaurant|S97|2016-02-10|14:17:00|1|5
restaurant|L40|2016-03-14|21:28:00|2|15
restaurant|L45|2016-03-25|02:30:00|5|4
L23|L23|2016-01-09|09:39:00|4|7
L23|L23|2016-01-06|14:54:00|2|7
L26|L26|2016-01-08|22:50:00|2|0
S109|S109|2016-02-11|15:51:00|1|0
restaurant|S110|2016-02-11|08:19:00|5|11
S110|S110|2016-02-12|05:37:00|2|11
restaurant|S111|2016-02-10|03:54:00|2|11
S111|S111|2016-02-14|06:03:00|5|9
restaurant|L50|2016-01-24|18:02:00|1|1
restaurant|L51|2016-01-23|11:02:00|4|10
restaurant|S159|2016-03-29|16:22:00|1|9
S159|S159|2016-03-24|10:07:00|3|7
restaurant|S160|2016-03-26|21:58:00|3|5
restaurant|S160|2016-03-30|05:20:00|1|14
restaurant|S100|2016-03-18|18:19:00|2|15
S103|S103|2016-03-16|15:02:00|1|13
restaurant|S104|2016-03-12|18:13:00|3|8
S92|S92|2016-01-28|20:13:00|2|15
S59|S59|2016-01-10|19:57:00|2|13
S59|S59|2016-01-07|09:59:00|4|4
S60|S60|2016-01-09|05:42:00|3|2
restaurant|S60|2016-01-10|12:21:00|4|14
S61|S61|2016-01-06|23:36:00|5|7
S61|S61|2016-01-09|02:54:00|4|2
L45|L45|2016-03-17|01:27:00|2|4
S62|S62|2016-01-01|06:18:00|4|15
restaurant|L31|2016-02-14|01:21:00|5|9
restaurant|L31|2016-02-05|10:48:00|4|4
L31|L31|2016-02-13|02:39:00|1|15
L31|L31|2016-02-15|14:50:00|4|8
restaurant|L31|2016-02-13|05:08:00|4|14
restaurant|L32|2016-02-16|21:28:00|2|2
L32|L32|2016-02-15|13:12:00|5|4
restaurant|L32|2016-02-03|07:09:00|2|7
L32|L32|2016-02-12|04:01:00|1|11
restaurant|L32|2016-02-03|15:08:00|5|6
L32|L32|2016-02-18|12:32:00|2|11
L32|L32|2016-02-18|15:11:00|2|2
restaurant|L32|2016-02-12|14:48:00|3|1
restaurant|L32|2016-02-10|05:24:00|2|12
L32|L32|2016-02-09|04:33:00|4|5
restaurant|L32|2016-02-07|06:12:00|3|9
restaurant|L32|2016-02-02|16:07:00|2|11
S86|S86|2016-01-23|04:00:00|4|14
S106|S106|2016-03-14|20:49:00|3|2
restaurant|S106|2016-03-14|03:57:00|3|13
S107|S107|2016-03-15|23:23:00|3|0
S107|S107|2016-03-14|14:52:00|1|3
restaurant|S55|2016-02-20|04:12:00|2|7
L47|L47|2016-01-07|08:52:00|1|15
L47|L47|2016-01-07|20:05:00|3|12
L47|L47|2016-01-06|10:48:00|3|5
S102|S102|2016-02-07|03:40:00|4|13
restaurant|L28|2016-02-17|21:55:00|2|13
restaurant|L28|2016-02-17|19:07:00|3|8
restaurant|L35|2016-02-25|00:45:00|3|12
restaurant|L36|2016-02-27|21:21:00|4|10
restaurant|L36|2016-02-27|19:39:00|1|13
L25|L25|2016-01-03|15:17:00|5|3
restaurant|L25|2016-01-07|22:28:00|5|13
restaurant|L33|2016-01-29|03:43:00|1|1
restaurant|L52|2016-01-23|04:24:00|3|6
L52|L52|2016-01-24|07:57:00|5|11
restaurant|L53|2016-01-23|23:23:00|2|4
L53|L53|2016-01-22|18:30:00|1|2
restaurant|L48|2016-03-17|18:25:00|5|5
restaurant|N92|2016-03-29|04:25:00|4|0
restaurant|N93|2016-03-22|16:51:00|2|5
restaurant|N94|2016-03-22|22:34:00|5|7
N95|N95|2016-03-28|12:33:00|5|9
restaurant|S138|2016-01-14|16:49:00|3|2
restaurant|S139|2016-01-10|15:19:00|3|7
restaurant|L25|2016-03-20|18:47:00|3|14
L25|L25|2016-03-20|05:02:00|3|3
restaurant|L16|2016-02-15|02:07:00|5|0
L18|L18|2016-02-14|09:53:00|4|11
restaurant|S127|2016-03-24|10:38:00|3|6
restaurant|S128|2016-03-23|23:05:00|5|14
restaurant|S129|2016-03-22|13:11:00|4|8
restaurant|L54|2016-01-25|17:40:00|3|8
L54|L54|2016-01-22|11:47:00|4|3
L54|L54|2016-01-22|19:12:00|3|8
restaurant|L29|2016-02-16|22:53:00|3|15
L29|L29|2016-02-16|17:17:00|5|2
restaurant|L29|2016-02-12|03:41:00|5|9
restaurant|L29|2016-02-16|23:47:00|3|9
restaurant|L29|2016-02-13|07:54:00|3|4
restaurant|S141|2016-01-12|08:19:00|2|11
S142|S142|2016-01-12|00:47:00|1|7
restaurant|S143|2016-01-20|03:36:00|4|8
S143|S143|2016-01-17|11:59:00|4|15
S144|S144|2016-01-19|18:58:00|3|11
L35|L35|2016-02-21|17:22:00|1|12
S87|S87|2016-01-23|17:57:00|3|9
S88|S88|2016-01-23|18:44:00|1|6
restaurant|S89|2016-01-26|01:43:00|1|0
S90|S90|2016-01-26|10:00:00|1|15
S58|S58|2016-02-17|14:29:00|1|15
restaurant|S59|2016-02-22|14:10:00|5|0
restaurant|S59|2016-02-20|07:33:00|2|6
restaurant|S60|2016-02-22|08:25:00|5|14
S73|S73|2016-03-03|12:37:00|4|6
restaurant|X50|2016-02-15|09:25:00|2|15
X51|X51|2016-02-14|03:23:00|4|11
restaurant|L31|2016-03-30|06:17:00|1|10
L31|L31|2016-03-31|20:55:00|2|8
restaurant|S83|2016-01-19|05:17:00|4|5
S88|S88|2016-01-19|04:17:00|3|2
S61|S61|2016-04-01|05:44:00|2|14
restaurant|S62|2016-03-30|17:05:00|2|11
restaurant|S62|2016-03-30|04:03:00|4|9
restaurant|S62|2016-03-25|12:40:00|5|2
restaurant|X40|2016-02-20|09:51:00|1|12
L38|L38|2016-02-28|14:03:00|3|10
restaurant|L38|2016-02-24|15:02:00|5|4
restaurant|L39|2016-02-24|18:09:00|5|8
restaurant|L39|2016-02-25|06:06:00|1|13
S101|S101|2016-03-12|22:01:00|3|3
D53|D53|2016-03-27|14:18:00|3|10
L40|L40|2016-02-24|08:06:00|3|3
restaurant|S92|2016-01-23|22:16:00|3|1
S93|S93|2016-01-20|09:35:00|4|14
S61|S61|2016-02-22|01:03:00|5|5
restaurant|S63|2016-02-20|05:58:00|2|7
restaurant|S63|2016-02-21|17:41:00|2|1
restaurant|L16|2016-03-03|05:30:00|4|13
restaurant|L16|2016-03-03|04:14:00|4|2
restaurant|L16|2016-03-04|06:12:00|4|9
L16|L16|2016-02-27|19:22:00|4|7
restaurant|L16|2016-02-28|16:31:00|1|14
restaurant|L16|2016-03-06|23:03:00|4|8
L16|L16|2016-03-04|14:22:00|4|15
restaurant|L30|2016-02-18|18:50:00|2|11
restaurant|L28|2016-01-29|23:42:00|3|13
L28|L28|2016-01-28|15:32:00|3|3
restaurant|L32|2016-01-29|08:51:00|1|6
L32|L32|2016-01-29|02:54:00|2|10
restaurant|S62|2016-02-03|07:27:00|4|5
restaurant|S73|2016-02-02|09:29:00|2|12
S74|S74|2016-02-03|03:47:00|5|2
restaurant|S63|2016-03-30|06:15:00|4|7
restaurant|S63|2016-04-02|00:32:00|3|10
S67|S67|2016-04-02|11:06:00|2|5
S67|S67|2016-03-30|00:40:00|1|0
restaurant|S122|2016-01-13|13:15:00|1|10
restaurant|S123|2016-01-16|16:15:00|5|6
restaurant|L34|2016-02-04|07:25:00|3|0
restaurant|L34|2016-02-04|20:21:00|4|6
L34|L34|2016-02-05|15:53:00|5|7
restaurant|L34|2016-02-09|23:14:00|3|12
L34|L34|2016-02-07|07:51:00|4|2
L16|L16|2016-01-02|14:23:00|5|6
restaurant|L42|2016-03-22|12:08:00|5|12
L48|L48|2016-03-11|15:54:00|2|8
D48|D48|2016-01-23|14:55:00|2|7
restaurant|X67|2016-01-27|14:44:00|4|4
X68|X68|2016-01-25|17:25:00|1|8
X69|X69|2016-01-24|08:42:00|3|7
restaurant|S103|2016-03-08|22:49:00|1|7
restaurant|S103|2016-03-03|22:44:00|3|0
S104|S104|2016-03-10|21:28:00|1|7
L44|L44|2016-03-25|15:56:00|3|11
restaurant|L61|2016-01-14|00:39:00|3|15
restaurant|L35|2016-02-08|03:29:00|1|8
restaurant|L35|2016-02-10|10:54:00|1|11
restaurant|L36|2016-02-06|03:04:00|3|10
S131|S131|2016-03-23|00:46:00|5|2
S132|S132|2016-03-21|00:55:00|4|4
restaurant|L54|2016-02-24|15:05:00|2|14
S134|S134|2016-03-25|12:29:00|4|4
restaurant|S135|2016-03-25|05:45:00|5|6
S136|S136|2016-03-23|03:55:00|1|1
restaurant|S137|2016-03-24|16:33:00|2|8
restaurant|S109|2016-03-17|19:39:00|1|8
restaurant|S64|2016-02-14|23:25:00|3|4
S65|S65|2016-02-17|02:18:00|2|2
S66|S66|2016-02-14|03:23:00|4|10
restaurant|S67|2016-02-18|22:39:00|5|7
restaurant|S106|2016-02-06|06:39:00|5|10
S107|S107|2016-02-12|03:59:00|2|14
S108|S108|2016-02-12|04:33:00|3|12
restaurant|S69|2016-02-17|23:45:00|4|1
restaurant|S69|2016-02-20|07:38:00|5|10
S70|S70|2016-02-23|19:49:00|4|12
restaurant|S70|2016-02-18|12:35:00|2|4
L29|L29|2016-03-19|22:27:00|1|9
L35|L35|2016-03-19|13:49:00|1|14
restaurant|L35|2016-03-20|08:13:00|4|4
L46|L46|2016-03-21|06:15:00|2|10
restaurant|L27|2016-01-10|10:23:00|1|1
restaurant|L28|2016-01-04|06:03:00|2|15
L19|L19|2016-02-27|13:42:00|2|12
restaurant|L19|2016-02-26|10:50:00|2|0
restaurant|S118|2016-02-12|20:08:00|1|2
L52|L52|2016-03-18|16:01:00|1|1
restaurant|L52|2016-03-17|06:24:00|2|4
restaurant|S101|2016-03-01|19:18:00|5|8
restaurant|L43|2016-01-12|14:14:00|2|4
L43|L43|2016-01-14|05:00:00|1|0
L43|L43|2016-01-13|12:21:00|4|14
restaurant|S103|2016-01-21|13:00:00|4|12
L49|L49|2016-01-06|15:07:00|4|1
restaurant|L26|2016-02-14|04:24:00|4|2
L26|L26|2016-02-14|11:05:00|1|9
restaurant|L32|2016-03-27|20:06:00|3|13
restaurant|S138|2016-03-23|21:39:00|4|14
L37|L37|2016-02-06|15:38:00|1|12
L37|L37|2016-02-07|19:02:00|4|8
L34|L34|2016-02-19|05:43:00|2|2
restaurant|L56|2016-01-19|21:56:00|3|6
restaurant|D63|2016-02-03|12:41:00|1|0
S88|S88|2016-02-25|03:40:00|2|10
restaurant|S109|2016-02-10|01:17:00|3|12
restaurant|S110|2016-02-14|20:34:00|3|4
S110|S110|2016-02-04|08:42:00|3|7
S110|S110|2016-02-08|12:15:00|2|3
restaurant|S111|2016-02-08|06:17:00|5|5
restaurant|S111|2016-02-09|12:20:00|3|5
S122|S122|2016-02-13|19:23:00|2|1
restaurant|L54|2016-03-14|00:02:00|2|6
restaurant|L54|2016-03-13|15:04:00|2|2
restaurant|L54|2016-03-14|11:22:00|4|5
restaurant|L55|2016-03-15|07:26:00|4|7
S90|S90|2016-01-20|07:03:00|3|13
S95|S95|2016-01-19|00:36:00|3|0
restaurant|S95|2016-01-20|13:03:00|4|11
restaurant|L19|2016-02-02|22:55:00|4|15
L47|L47|2016-03-21|22:12:00|4|3
L47|L47|2016-03-25|12:45:00|5|2
restaurant|L47|2016-03-27|13:23:00|4|6
restaurant|L47|2016-03-21|03:14:00|5|4
restaurant|L32|2016-03-21|12:36:00|1|3
L48|L48|2016-03-28|03:49:00|4|1
L48|L48|2016-03-24|10:34:00|1|11
L48|L48|2016-03-25|06:54:00|2|1
L48|L48|2016-03-25|05:45:00|4|15
restaurant|L48|2016-03-25|04:58:00|2|6
restaurant|N87|2016-02-14|03:55:00|3|5
restaurant|S145|2016-01-10|13:42:00|1|9
restaurant|L30|2016-01-03|02:05:00|5|7
S132|S132|2016-02-14|07:04:00|4|12
S133|S133|2016-02-14|08:21:00|4|2
restaurant|L37|2016-01-31|22:51:00|1|2
restaurant|L44|2016-01-10|14:14:00|4|11
S71|S71|2016-03-30|18:15:00|3|5
restaurant|S72|2016-03-31|04:12:00|4|4
S72|S72|2016-03-30|22:04:00|3|1
S73|S73|2016-04-02|14:38:00|2|4
L25|L25|2016-02-04|18:50:00|5|14
restaurant|L36|2016-02-18|03:03:00|5|0
restaurant|X55|2016-02-10|18:46:00|2|10
L21|L21|2016-02-28|11:28:00|5|2
L21|L21|2016-03-02|13:38:00|4|1
restaurant|S148|2016-01-13|22:51:00|2|13
restaurant|L17|2016-03-04|08:03:00|5|5
L33|L33|2016-03-30|04:03:00|2|6
L33|L33|2016-03-30|17:27:00|3|10
restaurant|L50|2016-03-18|06:38:00|5|13
restaurant|L50|2016-03-18|17:58:00|5|0
restaurant|L62|2016-03-18|14:03:00|4|11
restaurant|L62|2016-03-19|09:28:00|2|10
restaurant|S74|2016-03-28|11:42:00|5|1
D46|D46|2016-01-10|07:10:00|1|5
restaurant|D47|2016-01-03|17:02:00|2|14
restaurant|D48|2016-01-07|13:47:00|3|5
restaurant|L13|2016-02-03|13:01:00|5|13
restaurant|D39|2016-02-07|14:40:00|5|0
S90|S90|2016-02-20|04:08:00|5|5
restaurant|L40|2016-02-06|06:04:00|4|0
L40|L40|2016-02-08|00:51:00|4|3
restaurant|L57|2016-01-20|02:32:00|4|2
restaurant|L57|2016-01-22|13:19:00|5|8
L57|L57|2016-01-21|23:06:00|4|13
restaurant|L57|2016-01-20|10:58:00|3|4
L57|L57|2016-01-23|11:46:00|1|14
S135|S135|2016-02-15|06:00:00|3|10
restaurant|S136|2016-02-12|22:50:00|1|7
S137|S137|2016-02-12|00:18:00|3|10
restaurant|S97|2016-02-02|22:35:00|3|9
restaurant|L33|2016-01-29|02:09:00|3|5
S148|S148|2016-03-30|00:53:00|5|6
restaurant|S149|2016-03-25|14:10:00|2|8
S150|S150|2016-03-24|13:14:00|3|10
restaurant|S150|2016-03-26|21:47:00|2|4
restaurant|S151|2016-03-23|14:22:00|5|14
L50|L50|2016-01-10|21:55:00|3|1
S112|S112|2016-02-10|01:04:00|2|9
restaurant|S101|2016-02-11|11:56:00|1|6
L50|L50|2016-03-07|11:15:00|5|0
L41|L41|2016-02-25|03:58:00|4|13
L42|L42|2016-02-22|15:51:00|4|5
restaurant|L42|2016-02-22|14:55:00|2|12
L42|L42|2016-02-25|00:05:00|2|2
restaurant|L42|2016-02-22|17:05:00|4|3
restaurant|D51|2016-01-20|01:15:00|5|8
restaurant|S118|2016-01-07|03:27:00|1|10
S119|S119|2016-01-07|07:56:00|4|3
S120|S120|2016-01-06|04:15:00|2|3
S116|S116|2016-01-26|08:33:00|5|3
S117|S117|2016-01-26|12:35:00|2|5
restaurant|S118|2016-01-28|05:18:00|4|3
S119|S119|2016-01-24|00:23:00|2|1
S120|S120|2016-01-27|22:58:00|2|12
restaurant|L43|2016-03-02|13:28:00|1|5
restaurant|L43|2016-03-04|11:58:00|1|7
restaurant|L44|2016-03-05|06:06:00|4|1
restaurant|L44|2016-03-02|08:29:00|1|6
L46|L46|2016-03-25|01:43:00|4|2
restaurant|L46|2016-03-24|23:47:00|2|5
restaurant|L35|2016-04-05|08:51:00|2|6
restaurant|L51|2016-03-07|23:11:00|1|8
L53|L53|2016-02-29|22:51:00|1|13
restaurant|L53|2016-03-02|05:19:00|5|8
restaurant|L58|2016-01-24|16:10:00|1|9
L58|L58|2016-01-23|11:02:00|2|13
restaurant|L58|2016-01-20|10:55:00|4|4
L58|L58|2016-01-18|09:48:00|3|10
L58|L58|2016-01-19|10:21:00|4|9
restaurant|S71|2016-02-19|04:05:00|1|0
restaurant|L40|2016-01-21|06:44:00|3|11
L54|L54|2016-03-07|12:47:00|4|8
L54|L54|2016-03-11|12:19:00|2|1
L54|L54|2016-03-12|08:53:00|4|7
restaurant|L54|2016-03-10|18:10:00|4|14
S138|S138|2016-02-15|01:15:00|5|2
restaurant|L57|2016-03-17|15:42:00|4|8
restaurant|L37|2016-02-20|07:30:00|5|6
restaurant|L33|2016-01-05|16:40:00|3|2
restaurant|L33|2016-01-07|07:47:00|1|9
restaurant|L45|2016-01-07|05:13:00|2|10
L45|L45|2016-01-09|07:14:00|4|2
restaurant|L45|2016-01-08|17:57:00|2|5
restaurant|L45|2016-01-12|03:34:00|3|15
L45|L45|2016-01-12|16:10:00|1|10
restaurant|L45|2016-01-10|20:38:00|2|13
restaurant|L59|2016-01-23|17:37:00|4|8
restaurant|L59|2016-01-24|03:32:00|1|5
S69|S69|2016-03-27|07:26:00|2|1
restaurant|D43|2016-02-04|20:49:00|1|14
restaurant|L38|2016-02-21|08:34:00|3|9
restaurant|L38|2016-02-18|04:15:00|2|14
L25|L25|2016-02-22|08:21:00|4|12
L22|L22|2016-01-02|22:17:00|1|0
restaurant|S155|2016-03-20|21:35:00|3|7
restaurant|N113|2016-01-06|15:23:00|2|6
L44|L44|2016-01-20|09:18:00|1|1
L44|L44|2016-01-19|21:14:00|4|11
S78|S78|2016-03-19|23:05:00|1|10
S93|S93|2016-03-18|05:15:00|4|4
restaurant|S108|2016-02-29|16:06:00|1|8
S115|S115|2016-02-05|17:18:00|3|10
S156|S156|2016-03-21|04:52:00|4|2
S157|S157|2016-03-20|16:08:00|3|12
restaurant|S159|2016-03-22|05:02:00|3|4
S162|S162|2016-03-22|17:01:00|4|6
restaurant|S163|2016-03-21|08:16:00|4|8
S73|S73|2016-03-26|02:05:00|2|3
S84|S84|2016-03-27|08:52:00|4|13
restaurant|L60|2016-01-20|07:09:00|3|5
restaurant|L60|2016-01-21|06:30:00|5|12
restaurant|L50|2016-01-18|09:41:00|1|14
restaurant|X71|2016-01-18|10:39:00|3|13
S116|S116|2016-02-02|03:01:00|5|3
S116|S116|2016-02-08|00:12:00|3|2
restaurant|S117|2016-02-07|16:21:00|1|3
restaurant|S66|2016-01-08|20:06:00|2|2
S66|S66|2016-01-10|17:44:00|2|15
S66|S66|2016-01-09|19:43:00|5|6
restaurant|S67|2016-01-06|01:48:00|5|2
S67|S67|2016-01-10|14:34:00|3|3
restaurant|S108|2016-01-26|02:25:00|1|11
L37|L37|2016-01-30|07:59:00|3|13
L37|L37|2016-01-29|11:07:00|3|11
restaurant|L37|2016-01-27|08:19:00|4|14
L37|L37|2016-01-29|13:31:00|5|11
restaurant|S128|2016-01-14|13:53:00|4|1
L64|L64|2016-01-14|08:42:00|2|13
L51|L51|2016-01-21|21:12:00|1|5
restaurant|L59|2016-03-13|16:18:00|2|11
restaurant|S77|2016-03-31|02:14:00|1|1
S77|S77|2016-03-22|13:12:00|5|6
S77|S77|2016-03-30|19:17:00|5|10
S78|S78|2016-03-24|20:31:00|4|10
S78|S78|2016-04-02|05:35:00|2|2
L34|L34|2016-01-04|21:16:00|2|6
restaurant|L34|2016-01-02|18:52:00|4|8
L55|L55|2016-03-05|09:18:00|5|9
S156|S156|2016-01-11|20:44:00|3|7
restaurant|S156|2016-01-05|00:44:00|3|6
restaurant|S98|2016-02-29|21:36:00|2|8
restaurant|S99|2016-02-29|00:43:00|2|14
L10|L10|2016-02-13|08:51:00|5|10
restaurant|L14|2016-02-12|18:36:00|2|5
restaurant|S97|2016-01-20|09:26:00|3|10
restaurant|S98|2016-01-18|09:54:00|1|8
restaurant|S99|2016-01-20|16:15:00|4|2
S100|S100|2016-01-19|11:30:00|2|6
S158|S158|2016-01-09|03:20:00|1|8
restaurant|S159|2016-01-08|21:13:00|3|10
restaurant|S159|2016-01-05|00:25:00|4|1
restaurant|S160|2016-01-06|12:37:00|4|13
restaurant|S161|2016-01-12|20:07:00|5|2
S161|S161|2016-01-05|11:33:00|1|3
restaurant|L56|2016-03-04|22:01:00|3|3
restaurant|L56|2016-03-01|20:22:00|5|14
restaurant|L56|2016-03-03|06:43:00|1|13
restaurant|L56|2016-03-08|15:03:00|1|6
L56|L56|2016-03-06|11:48:00|5|6
L56|L56|2016-03-02|04:54:00|4|15
restaurant|L56|2016-03-06|19:01:00|3|9
restaurant|L57|2016-03-07|14:57:00|5|1
restaurant|L57|2016-03-01|16:43:00|2|5
L57|L57|2016-03-03|09:35:00|1|9
restaurant|L57|2016-03-04|02:44:00|1|7
L57|L57|2016-03-02|15:54:00|3|0
L57|L57|2016-03-02|00:40:00|3|11
restaurant|L57|2016-03-03|01:37:00|4|10
L50|L50|2016-03-12|22:41:00|1|6
restaurant|S101|2016-02-25|16:41:00|3|8
restaurant|L43|2016-02-12|23:35:00|5|7
L43|L43|2016-02-09|15:49:00|1|9
restaurant|L43|2016-02-06|07:33:00|2|8
L44|L44|2016-02-09|14:21:00|3|14
L44|L44|2016-02-10|22:42:00|3|14
L44|L44|2016-02-09|05:13:00|4|5
L44|L44|2016-02-09|14:33:00|2|2
restaurant|L45|2016-02-06|00:43:00|1|14
L46|L46|2016-02-06|08:02:00|3|3
restaurant|L28|2016-02-27|18:49:00|2|13
restaurant|L28|2016-02-27|07:58:00|5|11
restaurant|L34|2016-02-28|06:33:00|5|14
S112|S112|2016-03-02|06:59:00|5|5
restaurant|L47|2016-02-06|06:10:00|5|9
restaurant|L47|2016-02-08|13:13:00|4|7
L47|L47|2016-02-07|17:18:00|4|7
L47|L47|2016-02-07|21:54:00|3|15
restaurant|L48|2016-02-06|08:54:00|3|15
